URN,EstablishmentNumber,EstablishmentName,StudentsAchievingGrade5PlusEngMathRate,NumberOfPupils,StudentReceivingFreeSchoolMeals,PercentOfStudentReceivingFreeSchoolMeals,TotalPupils,FemalePupils,PercentFemale,UrbanRuralClassification,Postcode,GOR,LA (code),LA (name),Easting,Northing,MSOA (code),LSOA (code),LargeCentralMetro,LargeFringeMetro,MediumMetro,SmallMetro,Micropolitan,Noncore,AsianPopulationRate,BlackPopulationRate,WhitePopulationRate,OtherRacePopulationRate,LSOA21CD,LSOA11CD,LSOA code (2011),IDACI,SAMHI,YPAccessibilityRank,YPAccessibilityIndex
136671.0,5400.0,Kirkbie Kendal School,50.0,135.0,20.0,15.0,943,470.0,49.84,Urban: Further from a major town or city,LA9 7EQ,North West,943,Westmorland and Furness,351883.0,491570.0,E02004020,E01034078,0,1,0,0,0,0,2.13,0.33,95.98,1.56,E01034078,E01019367,E01019367,6.0,7.0,1893.0,9.0
136526.0,5404.0,The Queen Katherine School,47.0,206.0,38.0,18.0,1079,541.0,50.14,Urban: Further from a major town or city,LA9 6PJ,North West,943,Westmorland and Furness,352291.0,494014.0,E02004017,E01019365,0,1,0,0,0,0,0.66,0.19,98.53,0.62,E01019365,E01019365,E01019365,8.0,5.0,1893.0,9.0
136902.0,5414.0,Keswick School,55.0,187.0,13.0,7.0,1288,661.0,51.32,Smaller rural: Further from a major town or city,CA12 5QB,North West,942,Cumberland,326042.0,524264.0,E02003976,E01019104,0,0,0,0,0,1,1.47,0.44,96.11,1.98,E01019104,E01019104,E01019104,7.0,2.0,1893.0,9.0
112375.0,4001.0,Beacon Hill Community School,11.0,18.0,8.0,44.0,110,43.0,39.09,Larger rural: Nearer to a major town or city,CA7 3EZ,North West,942,Cumberland,314261.0,541835.0,E02003967,E01019082,0,0,1,0,0,0,0.47,0.0,98.12,1.41,E01019082,E01019082,E01019082,8.0,7.0,1893.0,9.0
140600.0,4002.0,Energy Coast UTC,15.0,73.0,26.0,36.0,285,99.0,34.74,Smaller rural: Further from a major town or city,CA14 4JW,North West,942,Cumberland,301917.0,525587.0,E02003975,E01019101,0,0,0,0,0,1,0.28,0.03,99.04,0.65,E01019101,E01019101,E01019101,10.0,8.0,1893.0,9.0
112377.0,4008.0,Solway Community School,9.0,23.0,10.0,44.0,121,56.0,46.28,Larger rural: Further from a major town or city,CA7 4DD,North West,942,Cumberland,311264.0,553923.0,E02003965,E01019127,0,0,0,1,0,0,0.18,0.07,99.34,0.42,E01019127,E01019127,E01019127,8.0,7.5,1893.0,9.0
112378.0,4011.0,Samuel King's School,33.0,21.0,7.0,33.0,103,56.0,54.37,Larger rural: Further from a major town or city,CA9 3QU,North West,943,Westmorland and Furness,371823.0,546333.0,E02004008,E01019305,0,0,0,1,0,0,0.2,0.1,98.77,0.94,E01019305,E01019305,E01019305,4.0,4.0,1893.0,9.0
112384.0,4151.0,John Ruskin School,43.0,28.0,8.0,29.0,171,85.0,49.71,Smaller rural: Further from a major town or city,LA21 8EW,North West,943,Westmorland and Furness,330280.0,497393.0,E02004022,E01019350,0,0,0,0,0,1,0.32,0.19,98.84,0.65,E01019350,E01019350,E01019350,10.0,1.0,1893.0,9.0
137338.0,5410.0,Cartmel Priory CofE School,52.0,69.0,5.0,7.0,319,140.0,43.89,Smaller rural: Further from a major town or city,LA11 7SA,North West,943,Westmorland and Furness,338127.0,478474.0,E02004027,E01019349,0,0,0,0,0,1,0.42,0.37,98.47,0.74,E01019349,E01019349,E01019349,8.0,4.0,1893.0,9.0
136357.0,5411.0,Queen Elizabeth School,57.0,131.0,6.0,5.0,1202,606.0,50.42,Larger rural: Further from a major town or city,LA6 2HJ,North West,943,Westmorland and Furness,360707.0,478609.0,E02004023,E01019373,0,0,0,1,0,0,0.78,0.47,96.61,2.14,E01019373,E01019373,E01019373,9.33,3.33,1653.0,8.0
141041.0,4003.0,Walney School,29.0,129.0,38.0,30.0,553,280.0,50.63,Urban: Further from a major town or city,LA14 3JT,North West,943,Westmorland and Furness,317807.0,468386.0,E02003986,E01019185,0,1,0,0,0,0,0.15,0.22,99.19,0.44,E01019185,E01019185,E01019185,8.0,5.0,1893.0,9.0
141499.0,4007.0,Workington Academy,27.0,132.0,45.0,34.0,816,384.0,47.06,Urban: Further from a major town or city,CA14 4EB,North West,942,Cumberland,301171.0,528476.0,E02003975,E01019129,0,1,0,0,0,0,0.28,0.03,99.04,0.65,E01019129,E01019129,E01019129,10.0,8.0,1893.0,9.0
137269.0,4060.0,Settlebeck School,34.0,35.0,7.0,20.0,197,84.0,42.64,Larger rural: Further from a major town or city,LA10 5AL,North West,943,Westmorland and Furness,366264.0,492026.0,E02004023,E01019385,0,0,0,1,0,0,0.78,0.47,96.61,2.14,E01019385,E01019385,E01019385,9.33,3.33,1893.0,9.0
142306.0,4103.0,Cockermouth School,63.0,207.0,29.0,14.0,1316,670.0,50.91,Larger rural: Further from a major town or city,CA13 9HF,North West,942,Cumberland,312959.0,531073.0,E02003971,E01019079,0,0,0,1,0,0,0.22,0.22,98.05,1.51,E01019079,E01019079,E01019079,8.0,3.0,1893.0,9.0
112382.0,4104.0,Netherhall School,33.0,95.0,29.0,31.0,628,310.0,49.36,Larger rural: Further from a major town or city,CA15 6NT,North West,942,Cumberland,304325.0,536908.0,E02003968,E01019114,0,0,0,1,0,0,0.28,0.0,98.47,1.25,E01019114,E01019114,E01019114,5.0,9.0,1893.0,9.0
112383.0,4150.0,Dowdales School,39.0,195.0,32.0,16.0,979,507.0,51.79,Larger rural: Further from a major town or city,LA15 8AH,North West,943,Westmorland and Furness,322761.0,474355.0,E02003977,E01019147,0,0,0,1,0,0,0.27,0.8,97.74,1.2,E01019147,E01019147,E01019147,7.0,7.0,1653.0,8.0
112388.0,4204.0,Millom School,29.0,91.0,24.0,26.0,522,252.0,48.28,Larger rural: Further from a major town or city,LA18 5AB,North West,942,Cumberland,317309.0,480455.0,E02004007,E01019290,0,0,0,1,0,0,0.38,0.1,98.1,1.43,E01019290,E01019290,E01019290,4.0,7.0,1893.0,9.0
112397.0,4501.0,The Nelson Thomlinson School,49.0,226.0,39.0,17.0,1249,624.0,49.96,Larger rural: Nearer to a major town or city,CA7 9PX,North West,942,Cumberland,325838.0,548046.0,E02003965,E01019134,0,0,1,0,0,0,0.18,0.07,99.34,0.42,E01019134,E01019134,E01019134,8.0,7.5,1351.0,7.0
112399.0,4630.0,Newman Catholic School,21.0,97.0,29.0,30.0,525,267.0,50.86,Urban: Nearer to a major town or city,CA2 4NL,North West,942,Cumberland,342694.0,554655.0,E02003998,E01019246,1,0,0,0,0,0,0.41,0.91,98.1,0.58,E01019246,E01019246,E01019246,3.0,10.0,1893.0,9.0
137369.0,5402.0,Trinity School,42.0,270.0,35.0,13.0,1670,852.0,51.02,Urban: Nearer to a major town or city,CA1 1JB,North West,942,Cumberland,340363.0,556171.0,E02003992,E01019206,1,0,0,0,0,0,4.04,1.04,92.33,2.58,E01019206,E01019206,E01019206,5.5,9.5,1653.0,8.0
137205.0,5405.0,Dallam School,50.0,132.0,16.0,12.0,1024,564.0,55.08,Larger rural: Further from a major town or city,LA7 7DD,North West,943,Westmorland and Furness,349998.0,481716.0,E02004025,E01019382,0,0,0,1,0,0,1.03,0.27,97.17,1.53,E01019382,E01019382,E01019382,7.0,7.0,1893.0,9.0
137107.0,5406.0,Kirkby Stephen Grammar School,38.0,69.0,9.0,13.0,401,207.0,51.62,Larger rural: Further from a major town or city,CA17 4HA,North West,943,Westmorland and Furness,377253.0,508812.0,E02004014,E01019318,0,0,0,1,0,0,1.18,0.16,97.65,1.02,E01019318,E01019318,E01019318,7.0,2.0,1653.0,8.0
137251.0,5407.0,Appleby Grammar School,33.0,70.0,8.0,11.0,387,177.0,45.74,Smaller rural: Further from a major town or city,CA16 6XU,North West,943,Westmorland and Furness,368104.0,521037.0,E02004013,E01019307,0,0,0,0,0,1,0.5,0.25,98.45,0.8,E01019307,E01019307,E01019307,7.0,3.0,1893.0,9.0
137252.0,5412.0,William Howard School,41.0,246.0,31.0,13.0,1428,709.0,49.65,Larger rural: Nearer to a major town or city,CA8 1AR,North West,942,Cumberland,352532.0,561293.0,E02003988,E01019202,0,0,1,0,0,0,0.45,0.13,98.13,1.29,E01019202,E01019202,E01019202,6.0,8.0,1893.0,9.0
137254.0,5413.0,Caldew School,41.0,175.0,27.0,15.0,983,487.0,49.54,Larger rural: Nearer to a major town or city,CA5 7NN,North West,942,Cumberland,337121.0,550532.0,E02003999,E01034073,0,0,1,0,0,0,0.84,0.11,98.34,0.72,E01034073,E01019214,E01019214,9.5,7.5,1893.0,9.0
135620.0,6905.0,Richard Rose Morton Academy,23.0,84.0,24.0,29.0,645,339.0,52.56,Urban: Nearer to a major town or city,CA2 6LB,North West,942,Cumberland,337708.0,554487.0,E02003999,E01019253,1,0,0,0,0,0,0.84,0.11,98.34,0.72,E01019253,E01019253,E01019253,9.5,7.5,1893.0,9.0
135621.0,6906.0,Richard Rose Central Academy,24.0,122.0,45.0,37.0,752,410.0,54.52,Urban: Nearer to a major town or city,CA1 1LY,North West,942,Cumberland,340881.0,556068.0,E02003992,E01019237,1,0,0,0,0,0,4.04,1.04,92.33,2.58,E01019237,E01019237,E01019237,5.5,9.5,1653.0,8.0
135632.0,6907.0,West Lakes Academy,43.0,196.0,41.0,21.0,1237,613.0,49.56,Larger rural: Further from a major town or city,CA22 2DQ,North West,942,Cumberland,301019.0,510967.0,E02004005,E01019274,0,0,0,1,0,0,0.98,0.42,98.39,0.21,E01019274,E01019274,E01019274,5.0,9.0,1893.0,9.0
135940.0,6908.0,Furness Academy,24.0,84.0,35.0,42.0,863,393.0,45.54,Urban: Further from a major town or city,LA13 9BB,North West,943,Westmorland and Furness,320952.0,469650.0,E02003981,E01019168,0,1,0,0,0,0,1.45,0.53,96.73,1.29,E01019168,E01019168,E01019168,8.0,8.0,1893.0,9.0
138421.0,4005.0,The Dean Academy,24.0,133.0,33.0,25.0,609,270.0,44.33,Larger rural: Further from a major town or city,GL15 5DZ,South West,916,Gloucestershire,363079.0,202707.0,E02004634,E01022226,0,0,0,1,0,0,1.06,0.07,98.24,0.63,E01022226,E01022226,E01022226,7.0,7.0,1893.0,9.0
144013.0,4009.0,Five Acres High School,42.0,108.0,24.0,22.0,570,266.0,46.67,Urban: Further from a major town or city,GL16 7QW,South West,916,Gloucestershire,358092.0,212419.0,E02004632,E01022229,0,1,0,0,0,0,0.44,0.19,98.8,0.57,E01022229,E01022229,E01022229,6.0,3.0,,
144761.0,4010.0,SGS Berkeley Green UTC,13.0,91.0,28.0,31.0,232,27.0,11.64,Smaller rural: Further from a major town or city,GL13 9FB,South West,916,Gloucestershire,365607.0,199140.0,E02004662,E01022413,0,0,0,0,0,1,0.84,0.35,97.04,1.78,E01022413,E01022413,E01022413,8.0,3.0,,
137097.0,4513.0,Farmor's School,53.0,146.0,9.0,6.0,982,507.0,51.63,Smaller rural: Nearer to a major town or city,GL7 4JQ,South West,916,Gloucestershire,415314.0,201794.0,E02004623,E01022203,0,0,0,0,1,0,1.2,0.65,96.17,1.99,E01022203,E01022203,E01022203,9.0,4.0,1.0,1.0
137752.0,5405.0,Tewkesbury School,47.0,230.0,40.0,17.0,1337,689.0,51.53,Urban: Nearer to a major town or city,GL20 8DF,South West,916,Gloucestershire,391019.0,233074.0,E02004666,E01022455,1,0,0,0,0,0,1.63,0.11,96.89,1.36,E01022455,E01022455,E01022455,7.0,3.0,1893.0,9.0
137634.0,5409.0,Churchdown School,37.0,217.0,30.0,14.0,1354,588.0,43.43,Urban: Nearer to a major town or city,GL3 2RB,South West,916,Gloucestershire,387849.0,220385.0,E02004672,E01022425,1,0,0,0,0,0,0.94,0.42,96.61,2.03,E01022425,E01022425,E01022425,9.0,4.5,1653.0,8.0
136292.0,5410.0,The Cotswold Academy,62.0,217.0,21.0,10.0,1376,705.0,51.24,Larger rural: Nearer to a major town or city,GL54 2BD,South West,916,Gloucestershire,416743.0,221161.0,E02004617,E01034784,0,0,1,0,0,0,0.92,0.42,97.31,1.34,E01034784,E01022180,E01022180,6.0,5.0,1893.0,9.0
137382.0,5415.0,Wyedean School and 6th Form Centre,38.0,141.0,18.0,13.0,1095,555.0,50.68,Urban: Nearer to a major town or city,NP16 7AA,South West,916,Gloucestershire,354413.0,193934.0,E02004635,E01022272,1,0,0,0,0,0,0.37,0.45,97.3,1.87,E01022272,E01022272,E01022272,3.0,4.0,1893.0,9.0
136764.0,5417.0,Winchcombe School,31.0,96.0,15.0,16.0,492,235.0,47.76,Larger rural: Nearer to a major town or city,GL54 5LB,South West,916,Gloucestershire,402518.0,229493.0,E02004668,E01022465,0,0,1,0,0,0,0.9,0.11,97.98,1.01,E01022465,E01022465,E01022465,9.0,2.0,1893.0,9.0
136725.0,5418.0,Cheltenham Bournside School and Sixth Form Centre,35.0,266.0,29.0,11.0,1687,827.0,49.02,Urban: Nearer to a major town or city,GL51 3EF,South West,916,Gloucestershire,393155.0,220915.0,E02004610,E01022174,1,0,0,0,0,0,2.65,0.22,94.77,2.36,E01022174,E01022174,E01022174,9.0,5.0,1893.0,9.0
137387.0,5422.0,Dene Magna School,44.0,165.0,32.0,19.0,855,429.0,50.18,Larger rural: Nearer to a major town or city,GL17 0DU,South West,916,Gloucestershire,366744.0,217954.0,E02004628,E01022259,0,0,1,0,0,0,0.2,0.0,99.48,0.33,E01022259,E01022259,E01022259,10.0,5.0,1893.0,9.0
136985.0,5428.0,Sir William Romney's School,31.0,70.0,13.0,19.0,449,239.0,53.23,Larger rural: Further from a major town or city,GL8 8AE,South West,916,Gloucestershire,388990.0,194212.0,E02004625,E01022217,0,0,0,1,0,0,0.72,0.32,97.14,1.83,E01022217,E01022217,E01022217,6.0,2.0,1.0,1.0
138496.0,4006.0,The Forest High School,23.0,74.0,19.0,26.0,324,153.0,47.22,Urban: Further from a major town or city,GL14 2AZ,South West,916,Gloucestershire,366135.0,214585.0,E02004629,E01022237,0,1,0,0,0,0,0.2,0.27,97.25,2.28,E01022237,E01022237,E01022237,1.0,10.0,1653.0,8.0
136772.0,4024.0,Cleeve School,46.0,235.0,36.0,15.0,1450,727.0,50.14,Urban: Nearer to a major town or city,GL52 8AE,South West,916,Gloucestershire,396272.0,227008.0,E02007035,E01022432,1,0,0,0,0,0,2.37,0.4,95.26,1.97,E01022432,E01022432,E01022432,8.0,4.0,1893.0,9.0
115723.0,4032.0,Archway School,43.0,179.0,40.0,22.0,1044,519.0,49.71,Urban: Nearer to a major town or city,GL5 4AX,South West,916,Gloucestershire,383682.0,205836.0,E02004654,E01022377,1,0,0,0,0,0,0.89,0.33,95.54,3.24,E01022377,E01022377,E01022377,5.0,6.0,1298.0,6.0
137298.0,4064.0,Severn Vale School,44.0,232.0,61.0,26.0,1221,588.0,48.16,Urban: Nearer to a major town or city,GL2 4PR,South West,916,Gloucestershire,380289.0,213982.0,E02004650,E01022336,1,0,0,0,0,0,0.26,1.48,95.3,2.96,E01022336,E01022336,E01022336,6.0,5.0,903.0,5.0
137059.0,4068.0,Thomas Keble School,55.0,133.0,16.0,12.0,666,306.0,45.95,Urban: Nearer to a major town or city,GL6 7DY,South West,916,Gloucestershire,389118.0,204061.0,E02004652,E01022354,1,0,0,0,0,0,0.76,0.04,97.57,1.62,E01022354,E01022354,E01022354,10.0,1.0,1893.0,9.0
136982.0,4600.0,St Peter's Catholic High School and Sixth Form Centre,29.0,231.0,55.0,24.0,1505,655.0,43.52,Urban: Nearer to a major town or city,GL4 0DD,South West,916,Gloucestershire,383193.0,214464.0,E02004647,E01022345,1,0,0,0,0,0,2.31,3.26,89.92,4.51,E01022345,E01022345,E01022345,7.0,7.0,987.0,5.0
137033.0,5406.0,Katharine Lady Berkeley's School,60.0,250.0,18.0,7.0,1472,765.0,51.97,Smaller rural: Further from a major town or city,GL12 8RB,South West,916,Gloucestershire,374892.0,192594.0,E02004665,E01022415,0,0,0,0,0,1,0.71,0.06,97.47,1.75,E01022415,E01022415,E01022415,10.0,2.0,1653.0,8.0
115758.0,5407.0,Rednock School,32.0,174.0,23.0,13.0,1146,556.0,48.52,Urban: Nearer to a major town or city,GL11 4BY,South West,916,Gloucestershire,375444.0,198723.0,E02004664,E01022372,1,0,0,0,0,0,0.65,0.41,97.42,1.51,E01022372,E01022372,E01022372,7.0,6.0,1893.0,9.0
136474.0,5408.0,Balcarras School,70.0,211.0,9.0,4.0,1382,693.0,50.14,Urban: Nearer to a major town or city,GL53 8QF,South West,916,Gloucestershire,397054.0,220310.0,E02004611,E01022112,1,0,0,0,0,0,1.9,0.29,95.18,2.63,E01022112,E01022112,E01022112,10.0,3.0,1893.0,9.0
138746.0,5411.0,Newent Community School and Sixth Form Centre,37.0,154.0,27.0,18.0,845,418.0,49.47,Larger rural: Nearer to a major town or city,GL18 1QF,South West,916,Gloucestershire,371758.0,225433.0,E02004627,E01022261,0,0,1,0,0,0,0.76,0.46,96.37,2.41,E01022261,E01022261,E01022261,5.0,3.0,1653.0,8.0
136623.0,5412.0,Chosen Hill School,36.0,224.0,30.0,13.0,1334,654.0,49.03,Urban: Nearer to a major town or city,GL3 2PL,South West,916,Gloucestershire,389032.0,220149.0,E02004672,E01022426,1,0,0,0,0,0,0.94,0.42,96.61,2.03,E01022426,E01022426,E01022426,9.0,4.5,1653.0,8.0
136960.0,5414.0,Chipping Campden School,57.0,203.0,13.0,6.0,1319,683.0,51.78,Smaller rural: Further from a major town or city,GL55 6HU,South West,916,Gloucestershire,415476.0,239663.0,E02004615,E01022183,0,0,0,0,0,1,1.04,0.19,97.79,0.97,E01022183,E01022183,E01022183,9.0,6.0,1653.0,8.0
137217.0,5419.0,Cirencester Kingshill School,39.0,168.0,20.0,12.0,871,444.0,50.98,Urban: Nearer to a major town or city,GL7 1HS,South West,916,Gloucestershire,403927.0,201996.0,E02004620,E01022188,1,0,0,0,0,0,1.58,1.96,93.74,2.73,E01022188,E01022188,E01022188,5.0,6.0,1653.0,8.0
136527.0,5420.0,Cirencester Deer Park School,53.0,207.0,42.0,20.0,931,462.0,49.62,Urban: Nearer to a major town or city,GL7 1XB,South West,916,Gloucestershire,400928.0,201518.0,E02004621,E01022195,1,0,0,0,0,0,2.51,0.0,95.92,1.57,E01022195,E01022195,E01022195,8.0,5.0,1653.0,8.0
115772.0,5421.0,Pittville School,34.0,119.0,43.0,36.0,733,359.0,48.98,Urban: Nearer to a major town or city,GL52 3JD,South West,916,Gloucestershire,395666.0,223661.0,E02004603,E01022139,1,0,0,0,0,0,3.3,1.17,92.12,3.41,E01022139,E01022139,E01022139,2.0,4.0,1893.0,9.0
115775.0,5424.0,Maidenhill School,31.0,100.0,21.0,21.0,580,294.0,50.69,Urban: Nearer to a major town or city,GL10 2HA,South West,916,Gloucestershire,380802.0,206049.0,E02004655,E01022402,1,0,0,0,0,0,1.94,0.4,95.85,1.81,E01022402,E01022402,E01022402,4.0,4.0,1893.0,9.0
136016.0,6905.0,"All Saints' Academy, Cheltenham",34.0,139.0,58.0,42.0,889,424.0,47.69,Urban: Nearer to a major town or city,GL51 0WH,South West,916,Gloucestershire,392531.0,223930.0,E02004602,E01022160,1,0,0,0,0,0,4.47,1.92,89.93,3.67,E01022160,E01022160,E01022160,2.0,10.0,1893.0,9.0
144402.0,4025.0,Croxley Danes School,,,,,297,153.0,51.52,Urban: Nearer to a major town or city,WD3 3LR,East of England,919,Hertfordshire,508580.0,196053.0,E02004958,E01023824,1,0,0,0,0,0,10.53,0.73,84.75,3.98,E01023824,E01023824,E01023824,10.0,2.0,,
139416.0,4004.0,The Elstree UTC,23.0,92.0,29.0,32.0,392,247.0,63.01,Urban: Nearer to a major town or city,WD6 5NN,East of England,919,Hertfordshire,520350.0,197187.0,E02004904,E01023544,1,0,0,0,0,0,3.99,3.82,84.21,7.98,E01023544,E01023544,E01023544,7.0,3.0,1495.0,7.0
117504.0,4010.0,Fearnhill School,27.0,64.0,17.0,27.0,420,212.0,50.48,Urban: Nearer to a major town or city,SG6 4BA,East of England,919,Hertfordshire,520472.0,232327.0,E02004915,E01023650,1,0,0,0,0,0,5.46,4.41,86.02,4.11,E01023650,E01023650,E01023650,2.0,4.0,1173.0,6.0
137038.0,4011.0,Verulam School,59.0,165.0,16.0,10.0,1097,,,Urban: Nearer to a major town or city,AL1 4PR,East of England,919,Hertfordshire,516318.0,207649.0,E02004934,E01023674,1,0,0,0,0,0,9.81,2.49,79.1,8.59,E01023674,E01023674,E01023674,10.0,1.0,1203.0,6.0
137847.0,4014.0,Stanborough School,41.0,172.0,34.0,20.0,1082,475.0,43.9,Urban: Nearer to a major town or city,AL8 6YR,East of England,919,Hertfordshire,522890.0,211688.0,E02004985,E01023916,1,0,0,0,0,0,6.21,1.95,87.4,4.44,E01023916,E01023916,E01023916,5.0,5.0,1893.0,9.0
140037.0,4017.0,The Thomas Alleyne School,38.0,133.0,35.0,26.0,865,434.0,50.17,Urban: Nearer to a major town or city,SG1 3BE,East of England,919,Hertfordshire,523374.0,225588.0,E02004945,E01023777,1,0,0,0,0,0,14.72,3.65,76.47,5.15,E01023777,E01023777,E01023777,5.0,7.5,1653.0,8.0
137110.0,4080.0,Longdean School,37.0,183.0,42.0,23.0,1273,625.0,49.1,Urban: Nearer to a major town or city,HP3 8JB,East of England,919,Hertfordshire,507604.0,205954.0,E02004875,E01023358,1,0,0,0,0,0,21.09,5.0,68.72,5.19,E01023358,E01023358,E01023358,4.0,5.0,1.0,1.0
117552.0,4499.0,The Astley Cooper School,32.0,74.0,28.0,38.0,566,299.0,52.83,Urban: Nearer to a major town or city,HP2 7HL,East of England,919,Hertfordshire,507193.0,209709.0,E02004862,E01023395,1,0,0,0,0,0,7.5,9.29,77.43,5.78,E01023395,E01023395,E01023395,2.0,6.0,1893.0,9.0
138356.0,4614.0,St George's School,83.0,187.0,10.0,5.0,1375,711.0,51.71,Urban: Nearer to a major town or city,AL5 4TD,East of England,919,Hertfordshire,513565.0,215029.0,E02004925,E01023689,1,0,0,0,0,0,4.55,2.28,88.95,4.22,E01023689,E01023689,E01023689,10.0,2.0,1390.0,7.0
136606.0,5400.0,Rickmansworth School,72.0,193.0,13.0,7.0,1299,651.0,50.12,Urban: Nearer to a major town or city,WD3 3AQ,East of England,919,Hertfordshire,506971.0,195143.0,E02004961,E01023826,1,0,0,0,0,0,11.75,1.89,79.49,6.88,E01023826,E01023826,E01023826,10.0,4.0,987.0,5.0
136276.0,5401.0,Watford Grammar School for Boys,84.0,190.0,11.0,6.0,1369,,,Urban: Nearer to a major town or city,WD18 7JF,East of England,919,Hertfordshire,509789.0,196328.0,E02004975,E01023886,1,0,0,0,0,0,36.67,7.04,46.74,9.55,E01023886,E01023886,E01023886,6.0,2.0,903.0,5.0
136289.0,5403.0,Watford Grammar School for Girls,89.0,179.0,11.0,6.0,1285,1285.0,100.0,Urban: Nearer to a major town or city,WD18 0AE,East of England,919,Hertfordshire,510950.0,196058.0,E02004976,E01023862,1,0,0,0,0,0,25.55,5.0,59.6,9.85,E01023862,E01023862,E01023862,6.0,3.0,1390.0,7.0
136554.0,5407.0,Dame Alice Owen's School,86.0,221.0,10.0,5.0,1451,756.0,52.1,Urban: Nearer to a major town or city,EN6 2DU,East of England,919,Hertfordshire,524019.0,200635.0,E02004897,E01023569,1,0,0,0,0,0,15.04,3.85,71.08,10.03,E01023569,E01023569,E01023569,7.0,4.0,1893.0,9.0
136877.0,5410.0,Queens' School,71.0,258.0,44.0,17.0,1675,804.0,48.0,Urban: Nearer to a major town or city,WD23 2TY,East of England,919,Hertfordshire,512913.0,196782.0,E02004903,E01023553,1,0,0,0,0,0,24.36,2.69,65.61,7.34,E01023553,E01023553,E01023553,9.0,3.0,1390.0,7.0
137895.0,5413.0,The John Henry Newman Catholic School,58.0,227.0,20.0,9.0,1536,762.0,49.61,Urban: Nearer to a major town or city,SG1 4AE,East of England,919,Hertfordshire,522957.0,226079.0,E02004945,E01023800,1,0,0,0,0,0,14.72,3.65,76.47,5.15,E01023800,E01023800,E01023800,5.0,7.5,1653.0,8.0
138042.0,5414.0,The Marlborough Science Academy,35.0,196.0,48.0,25.0,1228,608.0,49.51,Urban: Nearer to a major town or city,AL1 2QA,East of England,919,Hertfordshire,514073.0,205711.0,E02004937,E01023744,1,0,0,0,0,0,3.77,1.85,89.66,4.73,E01023744,E01023744,E01023744,10.0,2.0,1495.0,7.0
137914.0,5418.0,Saint Joan of Arc Catholic School,62.0,207.0,15.0,7.0,1225,556.0,45.39,Urban: Nearer to a major town or city,WD3 1HG,East of England,919,Hertfordshire,506293.0,194608.0,E02004959,E01023851,1,0,0,0,0,0,13.49,2.17,79.38,4.96,E01023851,E01023851,E01023851,8.0,3.0,1390.0,7.0
139873.0,4006.0,Richard Hale School,55.0,161.0,16.0,10.0,1121,,,Urban: Nearer to a major town or city,SG13 8EN,East of England,919,Hertfordshire,532672.0,212172.0,E02004894,E01035597,1,0,0,0,0,0,3.46,1.77,89.85,4.92,E01035597,E01023478,E01023478,8.0,6.0,410.0,3.0
137288.0,4009.0,Hitchin Girls' School,65.0,171.0,23.0,14.0,1151,1151.0,100.0,Urban: Nearer to a major town or city,SG4 9RS,East of England,919,Hertfordshire,519039.0,229130.0,E02004921,E01023609,1,0,0,0,0,0,6.0,2.16,86.69,5.16,E01023609,E01023609,E01023609,10.0,3.0,299.0,2.0
137985.0,4013.0,Presdales School,72.0,169.0,14.0,8.0,1121,1106.0,98.66,Urban: Nearer to a major town or city,SG12 9NX,East of England,919,Hertfordshire,535870.0,213427.0,E02004890,E01023510,1,0,0,0,0,0,2.35,0.61,94.21,2.84,E01023510,E01023510,E01023510,9.0,2.5,423.0,3.0
137270.0,4028.0,Sir John Lawes School,75.0,193.0,21.0,11.0,1277,609.0,47.69,Urban: Nearer to a major town or city,AL5 4QP,East of England,919,Hertfordshire,514095.0,215076.0,E02004925,E01023689,1,0,0,0,0,0,4.55,2.28,88.95,4.22,E01023689,E01023689,E01023689,10.0,2.0,1653.0,8.0
138286.0,4043.0,Beaumont School,73.0,181.0,15.0,8.0,1322,640.0,48.41,Urban: Nearer to a major town or city,AL4 0XB,East of England,919,Hertfordshire,517492.0,207641.0,E02004936,E01023664,1,0,0,0,0,0,12.98,2.3,78.59,6.13,E01023664,E01023664,E01023664,9.0,2.0,1495.0,7.0
136973.0,4070.0,Roundwood Park School,67.0,194.0,12.0,6.0,1297,600.0,46.26,Urban: Nearer to a major town or city,AL5 3AE,East of England,919,Hertfordshire,512259.0,214742.0,E02004924,E01023690,1,0,0,0,0,0,5.01,2.24,87.23,5.52,E01023690,E01023690,E01023690,10.0,1.0,1495.0,7.0
137757.0,4099.0,Bishop's Hatfield Girls' School,61.0,124.0,16.0,13.0,866,863.0,99.65,Urban: Nearer to a major town or city,AL10 8NL,East of England,919,Hertfordshire,522514.0,208173.0,E02004991,E01023923,1,0,0,0,0,0,16.96,9.62,64.62,8.8,E01023923,E01023923,E01023923,4.0,3.0,1.0,1.0
136922.0,4802.0,Yavneh College,61.0,148.0,11.0,7.0,984,450.0,45.73,Urban: Nearer to a major town or city,WD6 1HL,East of England,919,Hertfordshire,519895.0,196470.0,E02004906,E01023541,1,0,0,0,0,0,9.73,7.11,74.76,8.4,E01023541,E01023541,E01023541,7.0,2.0,1067.0,5.0
136899.0,5404.0,Parmiter's School,83.0,205.0,15.0,7.0,1452,716.0,49.31,Urban: Nearer to a major town or city,WD25 0UU,East of England,919,Hertfordshire,511392.0,201727.0,E02004957,E01023832,1,0,0,0,0,0,14.56,5.49,73.62,6.33,E01023832,E01023832,E01023832,5.5,2.5,1893.0,9.0
